index,airborne delay cost,ground delay cost,transform
"[35, 30, 29, 35, 35, 37, 35, 36, 35, 31, 35, 36, 31, 35, 25, 23, 29, 25]",2252.121694204211,46.25,1
"[35, 30, 28, 36, 36, 36, 35, 36, 35, 31, 35, 36, 31, 35, 25, 23, 29, 25]",2252.121694204211,46.25,1
"[35, 30, 28, 36, 36, 36, 35, 36, 35, 31, 35, 36, 31, 35, 25, 23, 29, 25]",2252.121694204211,46.25,1
"[35, 30, 29, 36, 35, 36, 35, 35, 35, 32, 35, 36, 31, 35, 25, 23, 29, 25]",2239.8761741238404,48.75,0
"[35, 30, 28, 36, 36, 36, 35, 35, 35, 32, 35, 36, 31, 35, 25, 23, 29, 25]",2239.8761741238404,48.75,1
"[35, 30, 29, 35, 35, 37, 35, 35, 35, 32, 35, 36, 31, 35, 25, 23, 29, 25]",2239.8761741238404,48.75,1
"[35, 30, 29, 36, 34, 36, 36, 35, 35, 32, 35, 36, 31, 35, 25, 23, 29, 25]",2243.777589130817,51.25,0
"[35, 30, 29, 35, 34, 37, 36, 35, 35, 32, 35, 36, 31, 35, 25, 23, 29, 25]",2243.777589130817,51.25,1
"[35, 30, 29, 36, 34, 36, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,0
"[35, 30, 29, 35, 34, 37, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,1
"[35, 30, 28, 36, 35, 36, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,1
"[35, 30, 28, 37, 34, 36, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,1
"[35, 30, 29, 35, 35, 36, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,1
"[35, 30, 29, 35, 35, 36, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,1
"[35, 30, 28, 37, 34, 36, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,1
"[35, 30, 28, 36, 35, 36, 36, 35, 34, 33, 35, 36, 31, 35, 25, 23, 29, 25]",2239.1016460576902,52.5,1
"[35, 30, 29, 36, 34, 36, 36, 35, 34, 33, 35, 35, 31, 36, 25, 23, 29, 25]",2230.634982563013,55.0,0
"[35, 30, 29, 35, 34, 37, 36, 35, 34, 33, 35, 35, 31, 36, 25, 23, 29, 25]",2230.634982563013,55.0,1
"[35, 30, 28, 37, 34, 36, 36, 35, 34, 33, 35, 35, 31, 36, 25, 23, 29, 25]",2230.634982563013,55.0,1
"[34, 30, 30, 36, 34, 36, 36, 35, 34, 33, 35, 35, 31, 36, 25, 23, 29, 25]",2227.9390087396628,57.5,0
"[34, 30, 30, 36, 34, 36, 36, 35, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2225.774811541323,58.75,0
"[34, 30, 29, 36, 35, 36, 36, 35, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2225.774811541323,58.75,1
"[34, 30, 29, 37, 34, 36, 36, 35, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2225.774811541323,58.75,1
"[34, 30, 29, 37, 34, 36, 36, 35, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2225.774811541323,58.75,1
"[34, 30, 30, 35, 34, 37, 36, 35, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2225.774811541323,58.75,1
"[34, 30, 30, 35, 35, 36, 36, 35, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2225.774811541323,58.75,1
"[34, 30, 30, 35, 34, 37, 36, 35, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2238.129413187381,61.25,0
"[34, 30, 30, 35, 34, 36, 36, 36, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2234.027827126303,63.75,0
"[34, 30, 30, 35, 34, 36, 36, 36, 34, 33, 35, 35, 31, 36, 24, 23, 30, 25]",2234.027827126303,63.75,1
"[34, 30, 30, 35, 33, 37, 36, 36, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2234.027827126303,63.75,1
"[34, 30, 30, 35, 34, 35, 37, 36, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2234.027827126303,63.75,1
"[34, 30, 30, 35, 33, 36, 37, 36, 34, 33, 35, 35, 31, 36, 24, 24, 29, 25]",2234.027827126303,63.75,1
"[34, 30, 30, 35, 34, 36, 36, 36, 34, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2224.0864227074635,66.25,0
"[34, 30, 30, 35, 34, 35, 36, 37, 34, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2224.0864227074635,66.25,1
"[34, 30, 30, 35, 34, 35, 37, 36, 34, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2224.0864227074635,66.25,1
"[34, 30, 30, 35, 33, 37, 36, 36, 34, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2224.0864227074635,66.25,1
"[34, 30, 30, 35, 34, 35, 36, 37, 34, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2224.0864227074635,66.25,1
"[34, 30, 30, 35, 34, 36, 35, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2216.735673968888,68.75,0
"[34, 30, 30, 35, 34, 35, 36, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2216.735673968888,68.75,1
"[34, 29, 31, 35, 34, 36, 35, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,0
"[34, 29, 31, 35, 33, 36, 36, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 33, 37, 35, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 33, 36, 36, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 33, 37, 35, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 33, 37, 35, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 33, 36, 36, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 33, 37, 35, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 33, 37, 35, 36, 35, 33, 35, 35, 30, 36, 25, 24, 29, 25]",2219.190934993654,70.0,1
"[34, 29, 31, 35, 34, 36, 35, 35, 35, 34, 35, 35, 30, 36, 25, 24, 29, 25]",2211.518013107256,72.5,0
"[34, 29, 31, 35, 34, 36, 35, 35, 34, 35, 35, 35, 30, 36, 25, 24, 29, 25]",2210.4085753898653,73.75,0
"[34, 29, 31, 35, 34, 35, 35, 36, 34, 35, 35, 35, 30, 36, 25, 24, 29, 25]",2210.4085753898653,73.75,1
"[34, 29, 31, 35, 34, 36, 35, 35, 34, 35, 35, 35, 29, 36, 26, 24, 29, 25]",2202.584612004251,76.25,0
"[34, 29, 31, 35, 34, 35, 36, 35, 34, 35, 35, 35, 29, 36, 26, 24, 29, 25]",2203.8697730310487,77.5,0
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 35, 35, 35, 29, 36, 26, 24, 29, 25]",2200.764255328865,80.0,0
"[34, 29, 31, 35, 34, 35, 34, 35, 36, 35, 35, 35, 29, 36, 26, 24, 29, 25]",2200.764255328865,80.0,1
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 35, 35, 35, 28, 37, 26, 24, 29, 25]",2200.764255328865,80.0,1
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 35, 35, 35, 28, 36, 27, 24, 29, 25]",2195.1578906596746,82.5,0
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 35, 35, 35, 28, 35, 27, 25, 29, 25]",2183.08284838386,85.0,0
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 34, 35, 36, 28, 35, 27, 25, 29, 25]",2176.69228058002,87.5,0
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 34, 35, 35, 29, 35, 27, 25, 29, 25]",2166.0492243417116,88.75,0
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 34, 35, 35, 29, 35, 27, 24, 30, 25]",2166.0492243417116,88.75,1
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 34, 35, 35, 29, 34, 27, 26, 29, 25]",2155.896958129041,91.25,0
"[34, 29, 30, 35, 35, 35, 35, 35, 35, 34, 35, 35, 29, 34, 27, 26, 29, 25]",2155.896958129041,91.25,1
"[34, 29, 31, 34, 34, 36, 35, 35, 35, 34, 35, 35, 29, 34, 27, 26, 29, 25]",2155.896958129041,91.25,1
"[34, 29, 31, 35, 34, 35, 35, 35, 35, 34, 35, 35, 29, 34, 26, 27, 29, 25]",2154.72582087676,92.5,0
"[34, 29, 31, 34, 35, 35, 35, 35, 35, 34, 35, 35, 29, 34, 26, 27, 29, 25]",2159.3920603177016,93.75,0
"[34, 29, 31, 34, 35, 35, 35, 35, 35, 34, 35, 35, 29, 34, 25, 27, 30, 25]",2159.3920603177016,93.75,1
"[34, 29, 31, 34, 34, 36, 35, 35, 35, 34, 35, 35, 29, 34, 26, 27, 29, 25]",2159.3920603177016,93.75,1
"[34, 29, 31, 33, 36, 35, 35, 35, 35, 34, 35, 35, 29, 34, 26, 27, 29, 25]",2159.3920603177016,93.75,1
"[33, 29, 32, 34, 35, 35, 35, 35, 35, 34, 35, 35, 29, 34, 26, 27, 29, 25]",2159.3920603177016,93.75,1
"[34, 29, 31, 34, 35, 35, 35, 34, 36, 34, 35, 35, 29, 34, 26, 27, 29, 25]",2159.3920603177016,93.75,1
"[34, 29, 31, 33, 36, 35, 35, 35, 35, 34, 35, 35, 29, 34, 26, 27, 29, 25]",2159.3920603177016,93.75,1
"[34, 29, 31, 34, 35, 35, 35, 35, 35, 34, 35, 35, 29, 34, 25, 28, 29, 25]",2159.4579655230896,95.0,0
"[34, 29, 31, 33, 35, 36, 35, 35, 35, 34, 35, 35, 29, 34, 25, 28, 29, 25]",2159.4579655230896,95.0,1
"[34, 29, 31, 34, 35, 35, 35, 35, 35, 34, 35, 34, 30, 34, 25, 28, 29, 25]",2150.8008284444422,96.25,0
"[34, 29, 31, 33, 35, 36, 35, 35, 35, 34, 35, 34, 30, 34, 25, 28, 29, 25]",2150.8008284444422,96.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 35, 34, 35, 34, 30, 34, 25, 28, 29, 25]",2150.8008284444422,96.25,1
"[34, 29, 31, 34, 34, 36, 35, 35, 35, 34, 35, 34, 30, 34, 25, 28, 29, 25]",2150.8008284444422,96.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 35, 34, 35, 34, 30, 34, 25, 28, 29, 25]",2150.8008284444422,96.25,1
"[34, 29, 31, 34, 35, 35, 35, 35, 35, 33, 35, 35, 30, 34, 25, 28, 29, 25]",2146.575998133975,98.75,0
"[34, 29, 31, 34, 34, 35, 36, 35, 35, 33, 35, 35, 30, 34, 25, 28, 29, 25]",2146.575998133975,98.75,1
"[34, 29, 31, 33, 36, 35, 35, 35, 35, 33, 35, 35, 30, 34, 25, 28, 29, 25]",2146.575998133975,98.75,1
"[34, 29, 31, 34, 34, 35, 36, 35, 35, 33, 35, 35, 30, 34, 25, 28, 29, 25]",2146.575998133975,98.75,1
"[34, 29, 31, 34, 35, 35, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,0
"[34, 29, 31, 34, 34, 35, 36, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 34, 34, 36, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 34, 34, 36, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 34, 35, 35, 34, 36, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 34, 34, 36, 35, 35, 35, 33, 34, 35, 31, 34, 25, 28, 29, 25]",2136.4275338302064,101.25,1
"[34, 29, 31, 34, 35, 35, 35, 35, 34, 33, 35, 35, 31, 34, 25, 28, 29, 25]",2133.9968215027743,103.75,0
"[34, 29, 31, 34, 34, 36, 35, 35, 34, 33, 35, 35, 31, 34, 25, 28, 29, 25]",2133.9968215027743,103.75,1
"[34, 29, 31, 34, 34, 35, 36, 35, 34, 33, 35, 35, 31, 34, 25, 28, 29, 25]",2133.9968215027743,103.75,1
"[34, 29, 31, 34, 34, 35, 36, 35, 34, 33, 35, 35, 31, 34, 25, 28, 29, 25]",2133.9968215027743,103.75,1
"[34, 29, 31, 34, 35, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,0
"[34, 29, 31, 34, 34, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 34, 35, 35, 35, 35, 34, 33, 35, 35, 31, 33, 24, 29, 30, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 34, 34, 35, 36, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 35, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 34, 34, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 34, 35, 35, 35, 35, 34, 32, 36, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 33, 36, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 29, 29, 25]",2127.160893699054,106.25,1
"[34, 29, 31, 34, 35, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 28, 29, 26]",2124.6769622895054,108.75,0
"[34, 29, 31, 34, 35, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 28, 28, 27]",2122.69488561844,110.0,0
"[34, 29, 31, 33, 36, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 28, 28, 27]",2122.69488561844,110.0,1
"[34, 29, 31, 33, 36, 35, 35, 35, 34, 33, 35, 35, 31, 33, 25, 28, 28, 27]",2122.69488561844,110.0,1
"[34, 29, 31, 34, 34, 35, 36, 35, 34, 33, 35, 35, 31, 33, 25, 28, 28, 27]",2122.69488561844,110.0,1
"[34, 29, 31, 34, 35, 35, 34, 36, 34, 33, 35, 35, 31, 33, 25, 28, 28, 27]",2122.69488561844,110.0,1
"[34, 29, 31, 34, 34, 35, 36, 35, 34, 33, 35, 35, 31, 33, 25, 28, 28, 27]",2122.69488561844,110.0,1
"[34, 29, 31, 34, 34, 36, 35, 35, 34, 33, 35, 35, 31, 33, 25, 28, 28, 27]",2122.69488561844,110.0,1
"[34, 29, 31, 34, 35, 35, 35, 35, 34, 33, 35, 35, 30, 33, 26, 28, 28, 27]",2114.095776684801,112.5,0
"[34, 29, 31, 34, 35, 35, 35, 34, 34, 34, 35, 35, 30, 33, 26, 28, 28, 27]",2110.1054186695055,115.0,0
"[34, 29, 30, 35, 35, 35, 35, 34, 34, 34, 35, 35, 30, 33, 26, 28, 28, 27]",2110.1054186695055,115.0,1
"[34, 29, 31, 34, 35, 35, 35, 34, 34, 34, 35, 35, 29, 33, 27, 28, 28, 27]",2103.669135212936,117.5,0
"[34, 28, 31, 35, 35, 35, 35, 34, 34, 34, 35, 35, 29, 33, 27, 28, 28, 27]",2103.669135212936,117.5,1
"[34, 29, 31, 34, 34, 36, 35, 34, 34, 34, 35, 35, 29, 33, 27, 28, 28, 27]",2107.7634139804477,118.75,0
"[34, 29, 31, 34, 34, 35, 36, 34, 34, 34, 35, 35, 29, 33, 27, 28, 28, 27]",2108.007393519895,120.0,0
"[34, 29, 31, 34, 34, 34, 37, 34, 34, 34, 35, 35, 29, 33, 27, 28, 28, 27]",2108.007393519895,120.0,1
"[34, 29, 31, 34, 34, 34, 37, 34, 34, 34, 35, 35, 29, 33, 27, 28, 28, 27]",2108.007393519895,120.0,1
"[34, 29, 31, 34, 34, 34, 36, 35, 34, 34, 35, 35, 29, 33, 27, 28, 28, 27]",2108.6727950437744,122.5,0
"[34, 29, 31, 34, 34, 34, 36, 35, 34, 34, 34, 35, 30, 33, 27, 28, 28, 27]",2096.2015779054545,125.0,0
"[34, 29, 31, 34, 34, 34, 35, 35, 35, 34, 34, 35, 30, 33, 27, 28, 28, 27]",2093.009813661993,127.5,0
"[34, 29, 31, 34, 34, 34, 35, 35, 34, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.3626096343296,130.0,0
"[34, 29, 31, 34, 34, 33, 35, 36, 34, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.3626096343296,130.0,1
"[34, 29, 31, 34, 34, 34, 34, 35, 35, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,0
"[34, 29, 31, 34, 34, 34, 33, 36, 35, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 33, 35, 36, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 33, 35, 36, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 34, 35, 35, 34, 35, 35, 30, 33, 27, 27, 28, 28]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 34, 34, 36, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 34, 34, 35, 35, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 33, 35, 36, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 34, 34, 35, 35, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 33, 34, 35, 35, 35, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 34, 34, 36, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 33, 35, 36, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2090.734290708879,132.5,1
"[34, 29, 31, 34, 34, 34, 33, 36, 35, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2096.1327845385613,133.75,0
"[34, 29, 31, 34, 34, 34, 32, 36, 36, 34, 35, 35, 30, 33, 27, 28, 28, 27]",2096.1327845385613,133.75,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 35, 35, 30, 33, 27, 28, 28, 27]",2095.000267025418,136.25,0
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 35, 35, 30, 33, 27, 28, 28, 27]",2095.000267025418,136.25,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 35, 35, 30, 33, 27, 28, 28, 27]",2095.000267025418,136.25,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 35, 35, 30, 33, 26, 28, 29, 27]",2095.000267025418,136.25,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 35, 35, 30, 33, 27, 28, 28, 27]",2095.000267025418,136.25,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 35, 35, 30, 33, 26, 28, 29, 27]",2095.000267025418,136.25,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 35, 34, 30, 34, 27, 28, 28, 27]",2086.485293859471,138.75,0
"[34, 29, 31, 34, 34, 33, 34, 35, 35, 35, 35, 34, 30, 34, 27, 28, 28, 27]",2086.485293859471,138.75,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,0
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 30, 34, 35, 34, 33, 35, 35, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 33, 34, 35, 36, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 34, 35, 30, 34, 27, 28, 28, 27]",2081.729089011473,140.0,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,0
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 33, 34, 34, 35, 35, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 33, 34, 35, 33, 35, 35, 35, 34, 35, 30, 33, 28, 28, 28, 27]",2075.196594275906,141.25,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,0
"[34, 29, 31, 34, 33, 35, 33, 35, 35, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 33, 34, 35, 36, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 32, 35, 36, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 33, 34, 36, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 33, 34, 35, 36, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 35, 34, 35, 29, 34, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 32, 36, 35, 35, 34, 35, 30, 33, 28, 27, 29, 27]",2075.6575940766575,142.5,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 34, 34, 36, 30, 33, 28, 27, 29, 27]",2071.4298022039566,145.0,0
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 34, 34, 36, 29, 34, 28, 27, 29, 27]",2071.4298022039566,145.0,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 34, 34, 36, 30, 33, 27, 28, 29, 27]",2070.4110775121717,146.25,0
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 34, 33, 37, 30, 33, 27, 28, 29, 27]",2070.4110775121717,146.25,1
"[34, 29, 31, 34, 34, 34, 33, 35, 35, 34, 33, 37, 30, 33, 27, 28, 29, 27]",2070.4110775121717,146.25,1
